날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2001-11-01,108,11.5,5.4,15.9
2001-11-02,108,8.4,2.7,13.4
2001-11-03,108,9.9,7,15.6
2001-11-04,108,8.9,2.9,13.9
2001-11-05,108,8.5,5.3,10.3
2001-11-06,108,4.5,0.8,8.9
2001-11-07,108,5.9,-0.3,12.3
2001-11-08,108,9.6,3.2,15.3
2001-11-09,108,10.6,7.2,16
2001-11-10,108,9.2,4.2,14.4
2001-11-11,108,9.3,5.4,14
2001-11-12,108,7.5,3.6,11.6
2001-11-13,108,4.7,2,8.9
2001-11-14,108,4.4,-0.2,9.6
2001-11-15,108,5.1,0.7,9.9
2001-11-16,108,7.1,3,10.5
2001-11-17,108,7.2,3.1,11.5
2001-11-18,108,6.7,1.4,12.7
2001-11-19,108,7.9,2.2,14.3
2001-11-20,108,8.6,3.2,13.9
2001-11-21,108,9.5,6.4,14.2
2001-11-22,108,8.2,4.6,12.6
2001-11-23,108,9.2,6.8,13
2001-11-24,108,9.4,6.1,12.7
2001-11-25,108,3.1,-0.5,9.3
2001-11-26,108,0.2,-2,3.4
2001-11-27,108,0.9,-3.1,4.4
2001-11-28,108,7.3,3.4,9.6
2001-11-29,108,6.5,4,8.2
2001-11-30,108,1.6,-1.2,4.9
2001-12-01,108,2.1,-3.4,8
2001-12-02,108,1.4,-1,4.8
2001-12-03,108,2.1,0.2,3.6
2001-12-04,108,2.7,-1.3,8.4
2001-12-05,108,1.8,0.1,4.6
2001-12-06,108,0.1,-2.4,3.2
2001-12-07,108,-0.7,-5,3.8
2001-12-08,108,2,-2,6.3
2001-12-09,108,2,-1.2,5.4
2001-12-10,108,2.9,-2,8.1
2001-12-11,108,5.9,1.5,10.9
2001-12-12,108,5.4,3.9,8
2001-12-13,108,-2.6,-5.6,4.2
2001-12-14,108,-5.1,-6.9,-2.3
2001-12-15,108,-5.5,-7.9,-2.6
2001-12-16,108,-3.3,-8.6,1
2001-12-17,108,-2.6,-6.8,1.3
2001-12-18,108,-4.9,-8.8,-1
2001-12-19,108,-3.6,-7.5,0.9
2001-12-20,108,-1.6,-5.4,2.6
2001-12-21,108,-1.6,-3.9,1.1
2001-12-22,108,-2.9,-6.2,0.8
2001-12-23,108,-2.1,-7.1,2.6
2001-12-24,108,-0.2,-3.3,3.3
2001-12-25,108,1.4,-2.6,6.8
2001-12-26,108,-0.4,-2.4,3.1
2001-12-27,108,-1.4,-4.7,2.7
2001-12-28,108,-1.5,-5.1,3
2001-12-29,108,-1.5,-3.8,3.3
2001-12-30,108,-4.6,-7.3,-0.6
2001-12-31,108,-2.1,-6.8,1.3
2002-01-01,108,-4.8,-7.5,1.3
2002-01-02,108,-9.9,-11.4,-7.3
2002-01-03,108,-6.5,-12,-2
2002-01-04,108,1.5,-3.4,5.7
2002-01-05,108,-0.7,-3,1.9
2002-01-06,108,0,-5.4,5.2
2002-01-07,108,-2.5,-6.9,3.7
2002-01-08,108,-6.6,-8,-3.9
2002-01-09,108,-3.5,-8.3,1
2002-01-10,108,2.2,-1.1,5.7
2002-01-11,108,3.7,0.8,8.1
2002-01-12,108,4.9,0.5,9.6
2002-01-13,108,7.4,4,11.1
2002-01-14,108,10.5,6.2,13.4
2002-01-15,108,12.2,11,13.5
2002-01-16,108,7,3.3,12.3
2002-01-17,108,3.1,2,4.7
2002-01-18,108,2.2,-0.7,6.2
2002-01-19,108,5.1,1.9,10
2002-01-20,108,2.4,0.6,5.2
2002-01-21,108,-0.1,-3,1.9
2002-01-22,108,-4.6,-6,-2.2
2002-01-23,108,-4.2,-6.7,-0.6
2002-01-24,108,-2.8,-6,1
2002-01-25,108,-1.9,-7.2,3.3
2002-01-26,108,1.5,-1.6,3.8
2002-01-27,108,-0.2,-3.1,2.2
2002-01-28,108,-3,-4.9,0.1
2002-01-29,108,-1.7,-6.2,2.9
2002-01-30,108,-0.5,-3.1,2.3
2002-01-31,108,-1.8,-4.8,2
2002-02-01,108,1.4,-3.9,5.6
2002-02-02,108,4.3,2.2,8.1
2002-02-03,108,4,-1.1,10.3
2002-02-04,108,3.9,0,9
2002-02-05,108,4.7,0.9,9
2002-02-06,108,5.9,3.2,9.4
2002-02-07,108,4.2,0.6,9.1
2002-02-08,108,2,-3.2,4.8
2002-02-09,108,-1.9,-5.1,1.3
2002-02-10,108,-0.6,-3.2,2.8
2002-02-11,108,-1.7,-5,2.7
2002-02-12,108,-1.1,-4.7,2.9
2002-02-13,108,0.2,-3.3,4.3
2002-02-14,108,1.2,-3,5.8
2002-02-15,108,1.7,-3.3,6.9
2002-02-16,108,3.5,-0.3,6.3
2002-02-17,108,2.7,-1.6,6.4
2002-02-18,108,-1.7,-4.8,2.5
2002-02-19,108,-0.5,-5,4.1
2002-02-20,108,3.1,-2.8,8.2
2002-02-21,108,3.9,1.6,6.1
2002-02-22,108,5.6,3.3,9.6
2002-02-23,108,5,2.1,10.2
2002-02-24,108,6.3,0.4,12.6
2002-02-25,108,5.3,2.6,8.4
2002-02-26,108,6.4,2.9,10.8
2002-02-27,108,7.3,4.6,10.6
2002-02-28,108,6.1,2.9,11.3
2002-03-01,108,6.6,1.1,13.1
2002-03-02,108,7,4.5,11.5
2002-03-03,108,4.8,2.3,9.4
2002-03-04,108,4.2,-0.7,8.3
2002-03-05,108,4,1.4,6.2
2002-03-06,108,1.8,-0.9,4.6
2002-03-07,108,1.2,-2.9,5.8
2002-03-08,108,3.8,-0.9,8.7
2002-03-09,108,9.2,2.4,14.9
2002-03-10,108,9.1,6,13.3
2002-03-11,108,7.4,3.2,12.6
2002-03-12,108,9.3,3.5,15.5
2002-03-13,108,11.5,5.7,19.4
2002-03-14,108,10.4,7.6,14.5
2002-03-15,108,8.5,6.2,12
2002-03-16,108,8.4,3.1,13.6
2002-03-17,108,9.4,6.1,14
2002-03-18,108,7.4,3.9,11.8
2002-03-19,108,8.5,4.3,14.2
2002-03-20,108,11.9,3.5,18.2
2002-03-21,108,7.1,4.6,13.9
2002-03-22,108,6.5,3.5,9.7
2002-03-23,108,4.7,1.7,8.7
2002-03-24,108,5.2,0.6,9.1
2002-03-25,108,7.3,1.8,12.1
2002-03-26,108,9.1,5.1,12.5
2002-03-27,108,10.5,6.1,15.8
2002-03-28,108,11.3,6.1,17.2
2002-03-29,108,12.3,9.3,17.4
2002-03-30,108,8.9,6.5,11.4
2002-03-31,108,9.6,7.3,14.5
2002-04-01,108,13,6.6,19.3
2002-04-02,108,15.5,8.5,22.6
2002-04-03,108,15.1,10.4,20.8
2002-04-04,108,15,8.3,21.8
2002-04-05,108,17.7,10.6,25.2
2002-04-06,108,11.1,9.5,13.6
2002-04-07,108,8.9,7.9,10.9
2002-04-08,108,8.3,5.1,12.4
2002-04-09,108,7,4.3,11.5
2002-04-10,108,8.4,4.3,12.9
2002-04-11,108,9.4,4.9,13.6
2002-04-12,108,9.9,7.6,15.4
2002-04-13,108,11.6,5.3,16
2002-04-14,108,19.2,14.4,23.5
2002-04-15,108,19.8,17.3,23.9
2002-04-16,108,13.7,9.9,18.1
2002-04-17,108,9.8,7.2,12.3
2002-04-18,108,11.3,6.2,16.3
2002-04-19,108,12.5,6,18.4
2002-04-20,108,14.6,6.3,21.7
2002-04-21,108,17,9.6,23.8
2002-04-22,108,21,12.9,27.7
2002-04-23,108,17,13,22.2
2002-04-24,108,10.5,7,13.4
2002-04-25,108,10.9,4.9,16.6
2002-04-26,108,14.3,6.7,20.6
2002-04-27,108,16.4,11.6,22.2
2002-04-28,108,18.6,11.2,25.3
2002-04-29,108,14.9,12.2,19.1
2002-04-30,108,14.6,13.7,15.9
2002-05-01,108,18.9,11.6,25.7
2002-05-02,108,18.3,11.6,25.3
2002-05-03,108,16,12.4,19.6
2002-05-04,108,19.1,13.6,25.9
2002-05-05,108,19.6,14.1,25.2
2002-05-06,108,15.6,11.1,19.7
2002-05-07,108,11.4,10.6,12
2002-05-08,108,16.6,10,23.1
2002-05-09,108,18.3,13.2,23.4
2002-05-10,108,18.5,14.3,23.1
2002-05-11,108,17.9,14.2,23.5
2002-05-12,108,16.4,12.2,22.3
2002-05-13,108,18.3,12.5,24.9
2002-05-14,108,21.3,15.4,25.6
2002-05-15,108,18.1,13.9,22
2002-05-16,108,14.9,12.6,17.3
2002-05-17,108,13.4,11.2,15.3
2002-05-18,108,16.9,11.6,23.6
2002-05-19,108,17.3,13.1,22.1
2002-05-20,108,19.3,13.5,25.9
2002-05-21,108,19.6,13.6,25.7
2002-05-22,108,20,15.8,26
2002-05-23,108,21.9,15.6,27.7
2002-05-24,108,19.9,15.3,25.3
2002-05-25,108,19.9,14,26.6
2002-05-26,108,18.5,14,24.3
2002-05-27,108,18.6,12.5,25.3
2002-05-28,108,19.3,14.1,25.3
2002-05-29,108,20.6,13.8,27
2002-05-30,108,19.1,15.4,24.5
2002-05-31,108,19.4,16.4,25.7
2002-06-01,108,20.2,17.1,24.8
2002-06-02,108,22.9,15.3,30
2002-06-03,108,23.4,17.6,29.1
2002-06-04,108,22.4,18.2,27.6
2002-06-05,108,25.2,19.1,31.4
2002-06-06,108,25.9,21.2,31.2
2002-06-07,108,25.2,19.6,30.6
2002-06-08,108,22.1,19.4,27.1
2002-06-09,108,22.8,18.3,28
2002-06-10,108,22.4,20,26.6
2002-06-11,108,21.9,19,26.8
2002-06-12,108,18.6,16.6,22.9
2002-06-13,108,19.7,16,24.4
2002-06-14,108,20.4,16.4,25
2002-06-15,108,20.6,17.4,24.8
2002-06-16,108,22.4,15.7,28.6
2002-06-17,108,23.2,17.9,28.4
2002-06-18,108,23.4,19,28.9
2002-06-19,108,22.3,20.2,26.2
2002-06-20,108,22.2,19.2,26.1
2002-06-21,108,23.6,18.8,28.4
2002-06-22,108,23.7,18.9,29.2
2002-06-23,108,18.1,16.9,21.3
2002-06-24,108,16.4,15.3,17.7
2002-06-25,108,19.8,15.5,25
2002-06-26,108,20.9,14.5,27.7
2002-06-27,108,21.6,16.5,27.5
2002-06-28,108,23.6,17.4,30
2002-06-29,108,25.8,18.9,32
2002-06-30,108,26.3,22.4,31.5
2002-07-01,108,25,22.9,27.9
2002-07-02,108,24.1,21.5,28.8
2002-07-03,108,26,21.8,30.6
2002-07-04,108,27.7,22.3,32.3
2002-07-05,108,23.3,20.5,27.1
2002-07-06,108,21.2,20,23.1
2002-07-07,108,22.7,20.2,25.3
2002-07-08,108,24.3,20.8,29.1
2002-07-09,108,25.3,20.3,29.7
2002-07-10,108,26.2,21.6,31.6
2002-07-11,108,25.2,20.7,29.7
2002-07-12,108,25.5,22.5,29.1
2002-07-13,108,25.1,22.3,29.3
2002-07-14,108,23.6,22.4,24.2
2002-07-15,108,25.6,23.5,29.4
2002-07-16,108,24.7,21.8,28.5
2002-07-17,108,24.4,22,28.4
2002-07-18,108,24.9,20.6,29.2
2002-07-19,108,20.8,19.2,24.7
2002-07-20,108,23.6,18.9,27.9
2002-07-21,108,25.8,23.1,29.1
2002-07-22,108,24.3,21.7,27
2002-07-23,108,22.4,21.5,23.2
2002-07-24,108,25.3,22.6,27.6
2002-07-25,108,27.9,22.4,33.8
2002-07-26,108,27.9,24.5,31.5
2002-07-27,108,29.3,25.8,33.6
2002-07-28,108,30.4,25.6,34.8
2002-07-29,108,27.6,25.6,30
2002-07-30,108,26.6,24,29.8
2002-07-31,108,26,24.5,28
2002-08-01,108,26,24.3,28.5
2002-08-02,108,25.9,23.8,29.8
2002-08-03,108,25.9,22.2,30
2002-08-04,108,25.6,22.5,28.1
2002-08-05,108,26.7,23.2,28.3
2002-08-06,108,22.4,19.9,26.1
2002-08-07,108,21.2,19.9,22
2002-08-08,108,25.1,21.2,30.1
2002-08-09,108,25.5,22.1,29.4
2002-08-10,108,21.4,19.4,24.1
2002-08-11,108,20.4,18.4,23.9
2002-08-12,108,20.7,17.9,24
2002-08-13,108,23,19.7,26
2002-08-14,108,23,20.8,26.7
2002-08-15,108,24.2,19.3,28.9
2002-08-16,108,23.8,22.2,26.7
2002-08-17,108,23,21.8,24.1
2002-08-18,108,24.3,20.9,28.9
2002-08-19,108,22.8,19.5,26.2
2002-08-20,108,24.5,19.8,29.1
2002-08-21,108,24.5,21.8,28.6
2002-08-22,108,22.8,21.5,23.8
2002-08-23,108,24.8,22.4,27
2002-08-24,108,25.4,22.4,29.6
2002-08-25,108,25.5,20.4,30.5
2002-08-26,108,26.4,23,30.2
2002-08-27,108,24.1,23,26.5
2002-08-28,108,25.5,21.3,31
2002-08-29,108,28.1,24.2,32.2
2002-08-30,108,25.9,24.4,27.3
2002-08-31,108,22,19.2,26.1
2002-09-01,108,23.5,19.5,27.1
2002-09-02,108,25.3,22.8,29.1
2002-09-03,108,26.6,23.7,30.6
2002-09-04,108,26.3,23.7,30.2
2002-09-05,108,22.6,20.1,25.5
2002-09-06,108,21.7,19.1,26
2002-09-07,108,23,17.5,28.7
2002-09-08,108,23.3,18.4,28.9
2002-09-09,108,23.9,20.9,27.9
2002-09-10,108,24.7,20.3,29.4
2002-09-11,108,24.2,19.9,29.3
2002-09-12,108,19.9,16.8,22.9
2002-09-13,108,19.6,16.5,23
2002-09-14,108,20.4,18.5,24.6
2002-09-15,108,18.5,17.1,19.8
2002-09-16,108,18.8,15.9,22.4
2002-09-17,108,20.7,14.9,26.3
2002-09-18,108,21.4,16,27.2
2002-09-19,108,21.6,16.7,26.6
2002-09-20,108,20.7,16.4,25.3
2002-09-21,108,19.5,17.1,24.6
2002-09-22,108,19.6,16,24.7
2002-09-23,108,19.4,13.5,25.6
2002-09-24,108,20.3,14.7,26.4
2002-09-25,108,20.9,15.2,26.8
2002-09-26,108,21.6,17.4,26.3
2002-09-27,108,20.5,17.5,24.8
2002-09-28,108,20.6,16.5,26
2002-09-29,108,19.1,16.1,22.8
2002-09-30,108,18.8,16.2,23.3
2002-10-01,108,19.3,15.1,24.4
2002-10-02,108,16.7,14.5,19.9
2002-10-03,108,15.7,12.3,22.3
2002-10-04,108,15.2,8.4,22.1
2002-10-05,108,16.4,12.5,21.8
2002-10-06,108,16.8,14.6,20.2
2002-10-07,108,14.4,11.5,18.3
2002-10-08,108,12.5,8.4,16.8
2002-10-09,108,13.9,8.1,19.5
2002-10-10,108,15.3,9.6,21.2
2002-10-11,108,16.8,11.8,22.2
2002-10-12,108,17.8,13.1,22.7
2002-10-13,108,18.4,14.4,24
2002-10-14,108,16,10.8,21.5
2002-10-15,108,14.7,12.4,18.1
2002-10-16,108,14.7,9.9,20.3
2002-10-17,108,17.5,11.7,24.9
2002-10-18,108,17.7,14.3,21
2002-10-19,108,15.9,13.6,19.8
2002-10-20,108,13.6,11.9,15.5
2002-10-21,108,10.7,5.1,14.7
2002-10-22,108,5,2.2,9
2002-10-23,108,6.5,2.2,12.3
2002-10-24,108,9.8,5.7,16.6
2002-10-25,108,9.1,6.5,13
2002-10-26,108,6.7,4.3,10.5
2002-10-27,108,3.9,1.7,7.8
2002-10-28,108,3.3,-0.3,8.1
2002-10-29,108,5.1,0.3,10.2
2002-10-30,108,7.1,1,12.3
2002-10-31,108,11,6.7,16.5
2002-11-01,108,4.5,1.2,9
2002-11-02,108,4.5,-0.2,8.5
2002-11-03,108,3.4,1.1,6.8
2002-11-04,108,1.3,-0.8,4.7
2002-11-05,108,4.1,-1.6,8.9
2002-11-06,108,10.4,5,15.7
2002-11-07,108,11.4,6.3,16.7
2002-11-08,108,2.5,0,6.3
2002-11-09,108,2.2,-2.4,6.3
2002-11-10,108,8.8,3.5,12.8
2002-11-11,108,13,7,16.3
2002-11-12,108,5.2,3,8.4
2002-11-13,108,1.9,0,4.7
2002-11-14,108,3.1,-1.3,9.6
2002-11-15,108,0.6,-2.5,3.4
2002-11-16,108,2.4,-2.6,7.6
2002-11-17,108,2.3,0.2,4.4
2002-11-18,108,-1.1,-3.6,1.3
2002-11-19,108,1.3,-4.8,5.8
2002-11-20,108,4,2.9,5.7
2002-11-21,108,1.7,-0.1,4.6
2002-11-22,108,4.3,-1.6,10.9
2002-11-23,108,6.9,1.2,13.6
2002-11-24,108,5.7,1.7,8.8
2002-11-25,108,2.7,-0.3,6.5
2002-11-26,108,0.5,-2.1,2.7
2002-11-27,108,-0.5,-4.1,3.3
2002-11-28,108,2.8,-1.9,6.1
2002-11-29,108,7.1,5.1,10.1
2002-11-30,108,3.9,0.8,9
2002-12-01,108,4.8,-0.7,9.9
2002-12-02,108,6.9,3.3,12.1
2002-12-03,108,7.7,2.8,11
2002-12-04,108,11.3,8,15.9
2002-12-05,108,7.3,4.2,10.5
2002-12-06,108,6.7,3.9,10
2002-12-07,108,5.2,3.3,8.2
2002-12-08,108,1.1,-2.8,4.3
2002-12-09,108,-5.4,-7.5,-2.7
2002-12-10,108,-6.4,-9.1,-4
2002-12-11,108,-5.5,-8.1,-2.9
2002-12-12,108,-3.8,-5.8,-1.3
2002-12-13,108,-3,-7.2,1.3
2002-12-14,108,0,-5.4,4.2
2002-12-15,108,4.9,2.1,8.3
2002-12-16,108,4.8,1.6,8.7
2002-12-17,108,2.6,1.1,6
2002-12-18,108,4,1.1,7.1
2002-12-19,108,3.1,-0.4,7.7
2002-12-20,108,4.6,-1.2,10.5
2002-12-21,108,6.5,2.8,11.7
2002-12-22,108,6.4,3.4,9.6
2002-12-23,108,5.8,4.7,7.1
2002-12-24,108,2.3,1.1,5.1
2002-12-25,108,-2.6,-5.8,1.2
2002-12-26,108,-6.3,-8.8,-2.7
2002-12-27,108,-4.5,-8,-0.1
2002-12-28,108,-0.9,-5.5,3.2
2002-12-29,108,-2.4,-5.8,1.7
2002-12-30,108,-2,-6.3,1.6
2002-12-31,108,-1.4,-3.7,1.9
2003-01-01,108,-4.7,-7.1,-1
2003-01-02,108,-4.3,-9.2,0
2003-01-03,108,-3.6,-6.8,-0.3
2003-01-04,108,-10.2,-13.4,-6.8
2003-01-05,108,-12.8,-15.5,-9.1
2003-01-06,108,-9.2,-14.3,-4.3
2003-01-07,108,-5.6,-10.5,-0.5
2003-01-08,108,-3.3,-8.6,1.2
2003-01-09,108,0.5,-2.4,4.3
2003-01-10,108,0.7,-1.7,4.4
2003-01-11,108,0.6,-3.3,4.9
2003-01-12,108,3.9,0,8
2003-01-13,108,5.5,2.7,8.7
2003-01-14,108,-2.2,-5.9,2.7
2003-01-15,108,-3.9,-7.7,0.6
2003-01-16,108,-0.1,-4.8,3.2
2003-01-17,108,2.8,1.9,4.2
2003-01-18,108,1.9,0.7,3.8
2003-01-19,108,0.9,-0.8,2.6
2003-01-20,108,-0.7,-3.2,3
2003-01-21,108,-2.1,-5.6,1.8
2003-01-22,108,-2.1,-2.9,-0.8
2003-01-23,108,-1.3,-4.3,3.1
2003-01-24,108,-1.6,-4.7,2.5
2003-01-25,108,0.3,-5,4.7
2003-01-26,108,2.7,1.8,4.2
2003-01-27,108,-1.7,-6.1,2.8
2003-01-28,108,-8.1,-11.9,-4.1
2003-01-29,108,-11.7,-13.9,-8.5
2003-01-30,108,-7.2,-13.2,-1.9
2003-01-31,108,-2.5,-5.1,0.8
2003-02-01,108,-1.3,-6.7,4.5
2003-02-02,108,-0.6,-4.6,4.1
2003-02-03,108,-0.6,-4.4,4.2
2003-02-04,108,0.6,-1.2,3.9
2003-02-05,108,-0.3,-2.8,3.9
2003-02-06,108,0.5,-4.5,4.9
2003-02-07,108,4.3,1.6,6.7
2003-02-08,108,4.5,3.1,6
2003-02-09,108,4.6,0.5,8.8
2003-02-10,108,5.5,2.1,10.3
2003-02-11,108,-0.6,-6,4.1
2003-02-12,108,-4.1,-8.3,-0.4
2003-02-13,108,1.5,-2.4,5.6
2003-02-14,108,2.7,-1,7.5
2003-02-15,108,4,-0.2,9.7
2003-02-16,108,4.3,0.3,9.5
2003-02-17,108,4.1,-0.4,9.6
2003-02-18,108,4.1,1.5,7.1
2003-02-19,108,2.2,0.8,4
2003-02-20,108,3.3,-0.7,8.5
2003-02-21,108,3.5,1.5,6.4
2003-02-22,108,3.8,1.3,4.9
2003-02-23,108,2.8,1.9,3.7
2003-02-24,108,3.7,1.6,7.6
2003-02-25,108,4.3,1.5,9.1
2003-02-26,108,4.9,3.5,8.5
2003-02-27,108,6.1,1.2,11.4
2003-02-28,108,6.6,1.6,11.9
2003-03-01,108,6.5,4,10.2
2003-03-02,108,4.3,1.4,7.2
2003-03-03,108,0.4,-2.7,4.4
2003-03-04,108,-1,-5,2.9
2003-03-05,108,2.5,-1.3,6.9
2003-03-06,108,3.4,1.7,4.1
2003-03-07,108,2.8,1.1,3.8
2003-03-08,108,2.6,0.8,4.8
2003-03-09,108,3.4,0,7
2003-03-10,108,4.6,0.3,9
2003-03-11,108,5.6,0.5,11
2003-03-12,108,6.6,3.5,11.7
2003-03-13,108,5.8,1.7,10.7
2003-03-14,108,5.8,1.2,10.1
2003-03-15,108,8.3,4.3,13.4
2003-03-16,108,6.8,4.6,8.5
2003-03-17,108,6.2,3.1,10.1
2003-03-18,108,6.7,2.1,11.9
2003-03-19,108,7.1,2,12.4
2003-03-20,108,7.9,1.4,14.2
2003-03-21,108,9.8,6.3,14
2003-03-22,108,9.8,5.4,14.9
2003-03-23,108,9,5.9,12.4
2003-03-24,108,8.6,5.6,11.6
2003-03-25,108,6.9,5.4,10.6
2003-03-26,108,9.9,4.9,16.3
2003-03-27,108,8.1,5.6,11.2
2003-03-28,108,6.6,3.2,11.3
2003-03-29,108,8,2,13
2003-03-30,108,12.3,8.4,17.1
2003-03-31,108,16,11.4,20.9
2003-04-01,108,16.4,11.3,22.4
2003-04-02,108,14.9,10.2,21
2003-04-03,108,13.9,8.6,19.8
2003-04-04,108,14.2,10.3,19.3
2003-04-05,108,12,7.6,17.7
2003-04-06,108,12,7,18.3
2003-04-07,108,11,7.4,17.1
2003-04-08,108,10.1,7.6,14.4
2003-04-09,108,8.2,5.8,11.6
2003-04-10,108,11.3,4.8,18.1
2003-04-11,108,9.7,8.2,12.7
2003-04-12,108,10.2,8.3,13.4
2003-04-13,108,11.7,6.8,17.8
2003-04-14,108,13.7,8.6,19.3
2003-04-15,108,14.4,7.9,19.9
2003-04-16,108,16.6,10.6,23.5
2003-04-17,108,19.1,12.9,23.4
2003-04-18,108,16.9,10.1,21.4
2003-04-19,108,10.3,8.3,12.1
2003-04-20,108,9.5,8.8,10.6
2003-04-21,108,13.2,6.6,19.5
2003-04-22,108,12.2,10.7,15.3
2003-04-23,108,11.6,9,14.8
2003-04-24,108,14.8,9.1,19.6
2003-04-25,108,12.3,10.2,14.8
2003-04-26,108,14.4,8.6,19.8
2003-04-27,108,15.4,11.7,19.6
2003-04-28,108,17.7,11.1,24.6
2003-04-29,108,13.2,11.4,15.6
2003-04-30,108,13.9,9.8,18.8
2003-05-01,108,15.9,8.5,21.9
2003-05-02,108,17.6,12,23
2003-05-03,108,18.1,11,24.3
2003-05-04,108,20.9,14.3,27.7
2003-05-05,108,22.4,15.3,28.9
2003-05-06,108,18.4,16.2,22.3
2003-05-07,108,14.7,9.3,18.4
2003-05-08,108,14.3,9.4,19.4
2003-05-09,108,14.7,9.3,19.5
2003-05-10,108,15.9,10.5,22.5
2003-05-11,108,17.2,11.5,23.2
2003-05-12,108,18.6,12.4,24.4
2003-05-13,108,21.2,14.1,28.1
2003-05-14,108,22.3,15.8,29.1
2003-05-15,108,21.1,15.9,26.6
2003-05-16,108,20.3,15.4,26.2
2003-05-17,108,19.6,15.6,25.1
2003-05-18,108,17.7,14,23.5
2003-05-19,108,18.4,13.3,24.5
2003-05-20,108,18.5,15.3,22.9
2003-05-21,108,19.3,13.2,26
2003-05-22,108,20.7,15.2,27.6
2003-05-23,108,20.9,14.8,26.4
2003-05-24,108,20.5,16.5,25.6
2003-05-25,108,17.3,15.3,19.8
2003-05-26,108,21.7,16,27.7
2003-05-27,108,23.9,17.4,29.5
2003-05-28,108,25.2,19.2,30.4
2003-05-29,108,23,21.8,24.4
2003-05-30,108,21.7,19.1,25.2
2003-05-31,108,24.1,18.3,30.3
2003-06-01,108,23.5,18.5,28.5
2003-06-02,108,22.6,16.4,28.4
2003-06-03,108,22,16.7,27.5
2003-06-04,108,21.6,17,28.2
2003-06-05,108,22.4,16.1,29.7
2003-06-06,108,18.5,15.9,23.1
2003-06-07,108,20.9,14.4,27.2
2003-06-08,108,24.1,17.8,30.9
2003-06-09,108,25.9,21.4,31.1
2003-06-10,108,23,21.1,25.1
2003-06-11,108,20.9,19.3,23.8
2003-06-12,108,19.3,18.3,21.2
2003-06-13,108,20.3,17.9,22.4
2003-06-14,108,20.2,18.6,22.7
2003-06-15,108,18,17.4,19.3
2003-06-16,108,20.3,16.7,25.5
2003-06-17,108,22.3,18.1,27.1
2003-06-18,108,22.4,17.9,27.3
2003-06-19,108,23.3,19.4,26.8
2003-06-20,108,21.9,18.9,25.5
2003-06-21,108,23.5,19.4,27.9
2003-06-22,108,24.5,19.9,30.4
2003-06-23,108,21.4,18.9,23.9
2003-06-24,108,16.7,15.8,18.9
2003-06-25,108,19.2,15.8,23.6
2003-06-26,108,22.4,18.1,27.5
2003-06-27,108,20,18.2,22.5
2003-06-28,108,22.8,18.1,28.1
2003-06-29,108,19.7,18.5,20.7
2003-06-30,108,22.8,19,28.3
2003-07-01,108,23,20.2,27.8
2003-07-02,108,24.7,19.6,30.7
2003-07-03,108,21.4,18.7,24.3
2003-07-04,108,22.3,18.8,24.9
2003-07-05,108,25.1,19.8,30.5
2003-07-06,108,24.6,21.6,27.3
2003-07-07,108,25.2,21.5,28.9
2003-07-08,108,25.7,22.4,28.7
2003-07-09,108,21.8,20.8,25.2
2003-07-10,108,23.2,21.2,26.4
2003-07-11,108,25.2,19.1,30.8
2003-07-12,108,23.3,21.4,25.4
2003-07-13,108,24.5,20.4,29.9
2003-07-14,108,23.7,19.9,27.8
2003-07-15,108,24.7,20.8,29.6
2003-07-16,108,24.8,21.4,29
2003-07-17,108,24.3,21.8,27.8
2003-07-18,108,19.8,18.3,22.4
2003-07-19,108,20.4,19,21.6
2003-07-20,108,24,18.7,28.9
2003-07-21,108,25.7,23.2,29.3
2003-07-22,108,22.9,21.9,25
2003-07-23,108,22.3,20.4,25.8
2003-07-24,108,24.6,20.5,29.2
2003-07-25,108,26,22,30.4
2003-07-26,108,25.6,22.8,29.1
2003-07-27,108,21,19.3,24.7
2003-07-28,108,22.2,21.2,24.6
2003-07-29,108,24.7,21.2,29.3
2003-07-30,108,26.2,20.4,31.4
2003-07-31,108,26.4,23.5,30.5
2003-08-01,108,25.8,23.6,28.9
2003-08-02,108,25,21.8,29
2003-08-03,108,25.2,24.4,26.7
2003-08-04,108,26.6,23.9,29.5
2003-08-05,108,26,22.9,32.2
2003-08-06,108,23.4,20.6,27.5
2003-08-07,108,22.7,20.7,25.2
2003-08-08,108,25.1,19.7,30.2
2003-08-09,108,26.7,22.3,31.6
2003-08-10,108,24.1,22.2,27.2
2003-08-11,108,23.8,20.9,28.3
2003-08-12,108,24.8,20.4,30
2003-08-13,108,24.7,20.6,30
2003-08-14,108,24.9,19.8,29.7
2003-08-15,108,24.7,19.9,30.2
2003-08-16,108,23.5,21.4,26.5
2003-08-17,108,23,21.1,25.1
2003-08-18,108,21.4,19.9,23
2003-08-19,108,21.8,21.1,22.8
2003-08-20,108,24.6,21.9,27.7
2003-08-21,108,26.5,23.9,29.6
2003-08-22,108,27,25.2,30
2003-08-23,108,24.6,24,25.6
2003-08-24,108,22.7,20.9,24.8
2003-08-25,108,25,21.2,30.2
2003-08-26,108,24.2,21.9,26.9
2003-08-27,108,21.5,20.2,23.3
2003-08-28,108,24,19.9,29.1
2003-08-29,108,22.4,20.8,25.1
2003-08-30,108,20.2,16.6,24
2003-08-31,108,21.2,16.6,26
2003-09-01,108,22,19.2,25.4
2003-09-02,108,18.8,15.6,21.9
2003-09-03,108,20.8,18.7,24
