날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2009-08-07,108,25.8,23.1,28.5
2009-08-08,108,26.5,24.7,28.9
2009-08-09,108,28.7,24.9,33.6
2009-08-10,108,27.8,23.7,32
2009-08-11,108,23.8,22.4,27.1
2009-08-12,108,23.5,22.4,25.9
2009-08-13,108,26.3,21.9,30.9
2009-08-14,108,27.6,23.3,33.4
2009-08-15,108,27.9,22.8,33
2009-08-16,108,29.1,24.7,34.4
2009-08-17,108,26.8,24,30.9
2009-08-18,108,27.4,25.5,30.9
2009-08-19,108,28.1,25.1,31.8
2009-08-20,108,26.1,22.7,29.4
2009-08-21,108,25.2,20.4,29.6
2009-08-22,108,25.2,23.1,28.2
2009-08-23,108,25.9,21.4,30.9
2009-08-24,108,25.6,21.9,29.4
2009-08-25,108,24.3,21.7,27.6
2009-08-26,108,24.2,22.1,26.3
2009-08-27,108,24.1,21.9,25.7
2009-08-28,108,24.1,19.8,28.6
2009-08-29,108,22.2,17.9,26.7
2009-08-30,108,20.5,18.1,23.3
2009-08-31,108,22.6,16.4,28.3
2009-09-01,108,23.7,18.7,28.6
2009-09-02,108,23.4,18.7,28.6
2009-09-03,108,23.2,18.9,28.6
2009-09-04,108,24.3,18.8,29.3
2009-09-05,108,25,20.9,29.9
2009-09-06,108,25.2,21.8,29.9
2009-09-07,108,23.7,22.6,24.9
2009-09-08,108,23.4,19.3,28.4
2009-09-09,108,23.2,19.1,27.2
2009-09-10,108,22.3,17.3,27.4
2009-09-11,108,20.8,17.2,25.3
2009-09-12,108,19.1,16.6,23.9
2009-09-13,108,20.7,15.3,25.9
2009-09-14,108,20.1,17.5,22.8
2009-09-15,108,20.9,16.9,25.1
2009-09-16,108,21,16.6,25.8
2009-09-17,108,21.2,16.2,26.1
2009-09-18,108,22.4,17.4,28.5
2009-09-19,108,21.8,17.6,26.4
2009-09-20,108,21.3,16.5,25.5
2009-09-21,108,18.6,16.8,21.6
2009-09-22,108,19.2,14.4,25.2
2009-09-23,108,20.5,15.5,26.1
2009-09-24,108,20.4,15,25.5
2009-09-25,108,20,17.4,23.6
2009-09-26,108,21.2,15.4,26.8
2009-09-27,108,20.8,19.1,22.5
2009-09-28,108,20.9,17.5,25.3
2009-09-29,108,21.5,17.5,27.1
2009-09-30,108,22.7,18,28.1
2009-10-01,108,21.7,17.9,26.4
2009-10-02,108,19,15.6,24.1
2009-10-03,108,17.9,12.6,22.8
2009-10-04,108,17,12.2,21.9
2009-10-05,108,17.5,11.7,23.3
2009-10-06,108,19,14.3,24.7
2009-10-07,108,18,13.7,23.7
2009-10-08,108,16.2,11.5,21.5
2009-10-09,108,15.8,11.5,20.6
2009-10-10,108,16,10.9,21.3
2009-10-11,108,16.4,11.4,21.7
2009-10-12,108,15.9,11.8,19.8
2009-10-13,108,14.5,11.1,19.2
2009-10-14,108,14.7,10.8,20.1
2009-10-15,108,15.9,10.4,21.6
2009-10-16,108,16.8,12.1,21.5
2009-10-17,108,13.6,11.2,17.5
2009-10-18,108,14.2,9.8,18.7
2009-10-19,108,11.8,9,14.9
2009-10-20,108,10.8,6.2,15.6
2009-10-21,108,13.8,9.8,18.5
2009-10-22,108,13.1,7.2,18.8
2009-10-23,108,15,10.6,19.9
2009-10-24,108,16.6,13.2,20.7
2009-10-25,108,16.2,13,20.6
2009-10-26,108,15.8,11.5,21.2
2009-10-27,108,15.5,12.9,20.1
2009-10-28,108,14.7,10.5,20
2009-10-29,108,17,11.3,22.8
2009-10-30,108,18.6,15.1,24
2009-10-31,108,16.2,13.3,19.1
2009-11-01,108,9.7,5.2,13.4
2009-11-02,108,0,-2.3,5.2
2009-11-03,108,2.9,-2.8,6.1
2009-11-04,108,11.4,4.3,16.3
2009-11-05,108,14.2,11.4,17.9
2009-11-06,108,14.6,10.4,19.7
2009-11-07,108,17,12.8,20
2009-11-08,108,16.9,15.3,19.8
2009-11-09,108,16.8,14.3,21.8
2009-11-10,108,13,9.7,14.7
2009-11-11,108,9.3,6.4,13.9
2009-11-12,108,8.8,6,12.4
2009-11-13,108,9.3,8.2,10.3
2009-11-14,108,5.1,0.7,8.8
2009-11-15,108,-0.5,-2.9,1.9
2009-11-16,108,-1.8,-4.2,1
2009-11-17,108,-1.1,-2.9,1.9
2009-11-18,108,-0.6,-4.3,3.1
2009-11-19,108,1.8,-0.7,5.9
2009-11-20,108,1.4,-2,4.8
2009-11-21,108,-0.1,-3.4,3.8
2009-11-22,108,3.3,-1,6.8
2009-11-23,108,7.5,4.1,12.3
2009-11-24,108,8.6,4.8,13.5
2009-11-25,108,5.9,4.4,7.5
2009-11-26,108,8,3.4,13.2
2009-11-27,108,6.8,4,8.5
2009-11-28,108,5.8,3.4,9.1
2009-11-29,108,6.4,5.6,7.5
2009-11-30,108,6.3,4.5,9.6
2009-12-01,108,6.2,3.3,10.1
2009-12-02,108,5.6,3.1,8
2009-12-03,108,4.6,3.5,5.9
2009-12-04,108,4.1,0.8,8.1
2009-12-05,108,0,-4.6,5.6
2009-12-06,108,-3.5,-6.3,-0.3
2009-12-07,108,-0.1,-5.3,5.1
2009-12-08,108,1.3,-1.4,3.8
2009-12-09,108,4.9,0.9,8.6
2009-12-10,108,7.6,6.7,8.5
2009-12-11,108,7.7,6.6,8.8
2009-12-12,108,5.1,2.4,7.8
2009-12-13,108,2.1,-0.4,6.2
2009-12-14,108,-0.3,-2.6,3.6
2009-12-15,108,-4.2,-7.5,-1.5
2009-12-16,108,-6.3,-9.2,-3
2009-12-17,108,-7.2,-10.2,-3.2
2009-12-18,108,-9.3,-12,-5.7
2009-12-19,108,-7.9,-10.8,-4.3
2009-12-20,108,-5.3,-8.8,-0.9
2009-12-21,108,-3.6,-8.5,0.5
2009-12-22,108,3.3,-2.4,7.8
2009-12-23,108,4.4,1.5,7.7
2009-12-24,108,2.8,-1,6.7
2009-12-25,108,0.6,-4.6,4
2009-12-26,108,-8.1,-11,-4.6
2009-12-27,108,-7.9,-9.9,-5.5
2009-12-28,108,-8.6,-10.8,-5.4
2009-12-29,108,-4.5,-9.9,1.6
2009-12-30,108,-4,-9.5,1.8
2009-12-31,108,-10.8,-12.9,-8.3
2010-01-01,108,-7.6,-12.7,-3.6
2010-01-02,108,-3.6,-7.4,0.2
2010-01-03,108,-6.8,-10.5,-3.2
2010-01-04,108,-5.9,-8,-3.4
2010-01-05,108,-9.9,-12.3,-7
2010-01-06,108,-11.2,-13.3,-8.1
2010-01-07,108,-10.1,-13.6,-5.5
2010-01-08,108,-8,-11.8,-3.3
2010-01-09,108,-5.1,-8.7,-1.9
2010-01-10,108,-3.4,-5.3,-0.3
2010-01-11,108,-5.2,-8.3,-1.3
2010-01-12,108,-10.3,-12.9,-7.3
2010-01-13,108,-13.2,-15.3,-10.7
2010-01-14,108,-9.1,-14.4,-4.1
2010-01-15,108,-5,-7.5,-0.6
2010-01-16,108,-6.4,-10.1,-2.1
2010-01-17,108,-4,-9,1.4
2010-01-18,108,-0.5,-3.9,1.9
2010-01-19,108,2.7,-1.6,6.8
2010-01-20,108,5.8,2.4,8.4
2010-01-21,108,-4.1,-8,2.4
2010-01-22,108,-7,-9.6,-3.4
2010-01-23,108,-5.3,-9.1,-0.9
2010-01-24,108,0.3,-4.5,3.8
2010-01-25,108,-3,-8.5,2.6
2010-01-26,108,-4.1,-9.5,1.1
2010-01-27,108,-0.2,-4,3.1
2010-01-28,108,-0.4,-5,2.7
2010-01-29,108,-2.1,-7.3,1.4
2010-01-30,108,1.5,-1.7,5
2010-01-31,108,1.8,-0.5,4.3
2010-02-01,108,0.8,-2.6,5.1
2010-02-02,108,-6.2,-9.1,-2.6
2010-02-03,108,-8,-10.8,-5
2010-02-04,108,-4.3,-8.3,-0.6
2010-02-05,108,-5.5,-7.9,-1.9
2010-02-06,108,-4.7,-9.6,0.9
2010-02-07,108,0.7,-6.3,5.6
2010-02-08,108,4,3,5.7
2010-02-09,108,3.7,2.9,4.4
2010-02-10,108,3.9,3.1,5
2010-02-11,108,0.6,-0.8,3.5
2010-02-12,108,-0.3,-1.8,1.1
2010-02-13,108,-2.3,-3.3,-0.3
2010-02-14,108,-2.2,-5,1.2
2010-02-15,108,-3.1,-6,-0.3
2010-02-16,108,-4.5,-8,-0.4
2010-02-17,108,-3.2,-7.2,0.3
2010-02-18,108,-2.9,-4.4,-1
2010-02-19,108,-1,-4.7,2.5
2010-02-20,108,3,-1.6,8.1
2010-02-21,108,4.8,0,9.6
2010-02-22,108,6.5,3.5,11
2010-02-23,108,8.2,1.6,16.2
2010-02-24,108,12.2,5.5,17.9
2010-02-25,108,12,9.8,14.8
2010-02-26,108,12,9,17.2
2010-02-27,108,8.6,6,11
2010-02-28,108,6.8,5.4,9.1
2010-03-01,108,2.9,1.1,6.3
2010-03-02,108,2.7,0.6,4.8
2010-03-03,108,4.4,-1.5,10.2
2010-03-04,108,5.5,4.5,6.3
2010-03-05,108,6.4,3.9,9.5
2010-03-06,108,6,2,10.7
2010-03-07,108,4.9,2.6,7.8
2010-03-08,108,4.1,1,7.7
2010-03-09,108,1.5,-3.9,5.7
2010-03-10,108,-1.4,-4,0.5
2010-03-11,108,2.3,-2.7,6
2010-03-12,108,5.8,0.9,10
2010-03-13,108,2.4,-1.9,7.9
2010-03-14,108,7.2,1.2,12.6
2010-03-15,108,7.9,2.8,11.1
2010-03-16,108,0.7,-1,3.9
2010-03-17,108,-0.1,-1.9,3.1
2010-03-18,108,0.5,-2.8,4.6
2010-03-19,108,4.5,-1.7,8.9
2010-03-20,108,6.8,1.1,11.3
2010-03-21,108,2.7,-0.7,7.1
2010-03-22,108,2.1,-0.1,5
2010-03-23,108,5.9,0.7,10.3
2010-03-24,108,8.7,4.3,13.8
2010-03-25,108,5,-0.1,9.5
2010-03-26,108,2,-2.9,4.7
2010-03-27,108,5.4,4,7.2
2010-03-28,108,4.1,-0.1,9.2
2010-03-29,108,5.8,0.6,11.3
2010-03-30,108,8.3,3.3,14.2
2010-03-31,108,7.3,5.9,8.7
2010-04-01,108,7,3.6,9.9
2010-04-02,108,5.5,1.3,10.3
2010-04-03,108,5,1.1,9.5
2010-04-04,108,7.7,2.3,14.5
2010-04-05,108,10.4,4.8,14.8
2010-04-06,108,8.5,4.8,11.7
2010-04-07,108,7.3,2.3,12.6
2010-04-08,108,9.1,3.3,15.5
2010-04-09,108,11.4,5.4,17.4
2010-04-10,108,10.7,8.8,13.5
2010-04-11,108,13.6,6.7,19.9
2010-04-12,108,13.2,9.6,18.5
2010-04-13,108,4.4,2.4,9.6
2010-04-14,108,4,1.2,6.4
2010-04-15,108,7,1.6,12.6
2010-04-16,108,8,4,13.6
2010-04-17,108,7.6,4,12
2010-04-18,108,12,6.2,17
2010-04-19,108,14.7,12.7,17.4
2010-04-20,108,16.8,13.3,20.7
2010-04-21,108,14.1,10.7,18.5
2010-04-22,108,10.7,9.1,12.7
2010-04-23,108,9.3,6.6,14.3
2010-04-24,108,11.1,5.4,16.8
2010-04-25,108,13.6,6.9,19.4
2010-04-26,108,12.4,10.2,17.8
2010-04-27,108,7.5,5.1,10.9
2010-04-28,108,5,3.3,7.8
2010-04-29,108,8.5,3.4,12.4
2010-04-30,108,9.6,7,13.2
2010-05-01,108,12.3,5.8,17.5
2010-05-02,108,17.2,9.9,23.3
2010-05-03,108,18.2,16.5,19.5
2010-05-04,108,20.2,18.2,25.3
2010-05-05,108,20.6,15.4,25.2
2010-05-06,108,13.4,10.4,19.8
2010-05-07,108,14.6,9.6,20.6
2010-05-08,108,16.7,12.1,23
2010-05-09,108,19,13.4,25.2
2010-05-10,108,16.1,12.7,20.9
2010-05-11,108,12.9,10.5,17
2010-05-12,108,13.8,8.7,19.6
2010-05-13,108,16,10.2,21.9
2010-05-14,108,18,12.1,23.7
2010-05-15,108,17,12.9,21.9
2010-05-16,108,18.2,12.6,25.1
2010-05-17,108,20.3,14.4,27
2010-05-18,108,17.3,15,19.4
2010-05-19,108,17.1,14.5,20.9
2010-05-20,108,19.5,13.6,25.4
2010-05-21,108,22.1,14.9,28.6
2010-05-22,108,20.1,15.7,25.5
2010-05-23,108,16.1,14.6,18.1
2010-05-24,108,13.1,12.2,15.8
2010-05-25,108,14.9,12.1,18.8
2010-05-26,108,17.4,14,21.7
2010-05-27,108,17.4,11.5,24
2010-05-28,108,17.3,14.5,20.4
2010-05-29,108,18.7,14.6,23.3
2010-05-30,108,18.9,15,23.4
2010-05-31,108,17.3,14.3,20
2010-06-01,108,19.1,12.1,26.2
2010-06-02,108,21,14.8,26.6
2010-06-03,108,21.1,16.2,26.5
2010-06-04,108,22.3,16.6,27.9
2010-06-05,108,23.3,17.9,28.4
2010-06-06,108,24.9,19,30.9
2010-06-07,108,25.4,20.9,31.4
2010-06-08,108,25.7,19.3,31.8
2010-06-09,108,26,20.5,30.6
2010-06-10,108,26.5,21.7,32.7
2010-06-11,108,25.6,21.6,31.2
2010-06-12,108,17.9,16.9,22
2010-06-13,108,22,17.5,27.2
2010-06-14,108,22.8,20,26.4
2010-06-15,108,24.4,20.7,29.7
2010-06-16,108,22.3,20.2,25.6
2010-06-17,108,24,20.9,27.6
2010-06-18,108,25.9,22.8,31.1
2010-06-19,108,23,21.5,25.8
2010-06-20,108,23,20.8,27
2010-06-21,108,22.2,18.1,27.8
2010-06-22,108,21.6,18.4,25.2
2010-06-23,108,23,16.7,28.6
2010-06-24,108,24.4,18.5,30.8
2010-06-25,108,26.7,20.3,32.5
2010-06-26,108,24.8,21.4,27.2
2010-06-27,108,21.8,20.9,23.3
2010-06-28,108,24.6,19.7,30.5
2010-06-29,108,23.9,21.4,27.2
2010-06-30,108,22.8,20.6,24.8
2010-07-01,108,26.1,21.9,30.7
2010-07-02,108,24.9,23.8,25.9
2010-07-03,108,24.1,22.5,25.7
2010-07-04,108,26.5,23.4,29.9
2010-07-05,108,26.1,23.1,30.8
2010-07-06,108,26,21.7,31.6
2010-07-07,108,25.6,22.4,29.6
2010-07-08,108,24.7,21.9,29.6
2010-07-09,108,24.9,21.2,29.8
2010-07-10,108,25.6,21.7,29.2
2010-07-11,108,23.8,22.2,26.5
2010-07-12,108,25.1,21,28.6
2010-07-13,108,26.1,22,31.3
2010-07-14,108,24.8,21.8,27.7
2010-07-15,108,26,22.7,30
2010-07-16,108,23.7,21.6,27.7
2010-07-17,108,23.2,22.1,24.2
2010-07-18,108,25.9,23.1,29.1
2010-07-19,108,26.7,25,30.1
2010-07-20,108,28.2,24.1,32.3
2010-07-21,108,27.8,26.3,29.7
2010-07-22,108,27.1,25.9,29.6
2010-07-23,108,24.4,23,25.9
2010-07-24,108,25.6,23.6,29.3
2010-07-25,108,26,23.5,30
2010-07-26,108,25.4,23,28.6
2010-07-27,108,26.9,24.4,30.8
2010-07-28,108,27,23.7,31.2
2010-07-29,108,26.8,24.7,30.6
2010-07-30,108,27,25.1,30.8
2010-07-31,108,27,24.9,30.1
2010-08-01,108,27.5,26.1,31
2010-08-02,108,27.3,25.4,31.8
2010-08-03,108,27.6,24,32.1
2010-08-04,108,28.1,25.8,31.9
2010-08-05,108,29.2,26,33.8
2010-08-06,108,28.3,26.3,31
2010-08-07,108,26.2,24.3,28.2
2010-08-08,108,27.3,24,31.6
2010-08-09,108,28.6,24.1,33.3
2010-08-10,108,26.5,24.9,29.8
2010-08-11,108,28.2,25,32.7
2010-08-12,108,23.7,21.7,26.7
2010-08-13,108,26,21.5,29.6
2010-08-14,108,26.9,25.3,29.1
2010-08-15,108,26.6,24.6,30.2
2010-08-16,108,24.8,22.8,26.7
2010-08-17,108,26.3,21,31.8
2010-08-18,108,26,22.2,31.2
2010-08-19,108,28.5,24.7,32.9
2010-08-20,108,28.6,25.5,32.2
2010-08-21,108,28.6,25.1,32.1
2010-08-22,108,28.7,25.4,32.5
2010-08-23,108,26.4,23.7,29.1
2010-08-24,108,23.7,21.9,25.9
2010-08-25,108,21.6,19.9,22.5
2010-08-26,108,24,21.1,26.7
2010-08-27,108,25.8,23.8,31.8
2010-08-28,108,25.5,24.7,27.2
2010-08-29,108,23.7,21.7,26
2010-08-30,108,25.8,23.1,29.9
2010-08-31,108,24.9,22.2,27.2
2010-09-01,108,26,22.8,31.4
2010-09-02,108,24,22.2,26.2
2010-09-03,108,25.4,22.8,30
2010-09-04,108,26.8,23.3,31.2
2010-09-05,108,25.1,23.1,30.7
2010-09-06,108,25.5,22.6,30
2010-09-07,108,26.3,22.8,30.8
2010-09-08,108,22.7,21.6,24.3
2010-09-09,108,20.9,19,22.5
2010-09-10,108,24,22.4,25.8
2010-09-11,108,23.7,22.4,26.1
2010-09-12,108,22.8,21,26.1
2010-09-13,108,23.9,20.9,27.9
2010-09-14,108,24,21.1,28.6
2010-09-15,108,24.7,19.2,30.5
2010-09-16,108,24.5,19.2,30
2010-09-17,108,24.3,20.1,28.9
2010-09-18,108,25.2,21.8,30.3
2010-09-19,108,20.8,18.3,23.8
2010-09-20,108,21.7,18.2,26
2010-09-21,108,21.4,17.9,24.9
2010-09-22,108,16.7,14.4,18.8
2010-09-23,108,17,12.1,22.8
2010-09-24,108,17.6,11.9,23.2
2010-09-25,108,18.6,13.6,24.1
2010-09-26,108,18.6,15.2,24.2
2010-09-27,108,19,14.9,23.9
2010-09-28,108,15.6,12.4,18.6
2010-09-29,108,13,9.8,16.8
2010-09-30,108,14.6,8.4,20.7
2010-10-01,108,16,10.8,21.4
2010-10-02,108,16,13.7,18.6
2010-10-03,108,17,14.4,21.4
2010-10-04,108,14,12.4,16.7
2010-10-05,108,15,11.2,19.7
2010-10-06,108,16.1,11.2,22.1
2010-10-07,108,17.3,11.9,23.8
2010-10-08,108,18.9,15.1,23.2
2010-10-09,108,19.4,15.4,24.2
2010-10-10,108,18.5,14.3,22.8
2010-10-11,108,18.3,15.6,21.2
2010-10-12,108,16.6,13.8,19.2
2010-10-13,108,15.7,12.9,19.6
2010-10-14,108,15.7,12.6,20.4
2010-10-15,108,13.1,9.3,16.9
2010-10-16,108,16,10.2,21.6
2010-10-17,108,15.6,12.1,19.9
2010-10-18,108,13.9,9,19.3
2010-10-19,108,15.9,11,21.7
2010-10-20,108,15.2,12.7,19.5
2010-10-21,108,15.8,10.2,21.9
2010-10-22,108,16.9,12.8,22.4
2010-10-23,108,15.9,11.7,20.2
2010-10-24,108,17.2,13.6,23.4
2010-10-25,108,9.9,4.4,15.1
2010-10-26,108,4,0.9,8.2
2010-10-27,108,5.6,0.7,10.1
2010-10-28,108,7.2,2.1,12.3
2010-10-29,108,9.6,3.4,16.7
2010-10-30,108,11.7,6.4,17.8
2010-10-31,108,12,7.1,17
2010-11-01,108,11.4,6.8,16.7
2010-11-02,108,5,2.5,9.2
2010-11-03,108,7.2,0.8,12.6
2010-11-04,108,10.6,5.7,16
2010-11-05,108,11.2,7,15.1
2010-11-06,108,12.7,11.1,14.8
2010-11-07,108,12.3,10.8,14.3
2010-11-08,108,7,1.8,11.4
2010-11-09,108,2.9,1.2,6.5
2010-11-10,108,4.1,-0.5,9.1
2010-11-11,108,9.3,3.2,15.1
2010-11-12,108,8.9,6.2,12.6
2010-11-13,108,11.1,5.8,17.4
2010-11-14,108,5.8,3,12.4
2010-11-15,108,1.4,-1.6,5.1
2010-11-16,108,3.7,-1.4,8.8
2010-11-17,108,6.5,3,11.3
2010-11-18,108,6.5,1.9,12
2010-11-19,108,5.9,2.4,10.9
2010-11-20,108,7.9,4.1,13.4
2010-11-21,108,11,6.1,15.6
2010-11-22,108,6.2,1.9,13.1
2010-11-23,108,5.9,-0.6,12.8
2010-11-24,108,6.3,3.7,10.7
2010-11-25,108,3.1,-1,6.1
2010-11-26,108,0.4,-3,4.7
2010-11-27,108,1.3,-2.7,9.1
2010-11-28,108,-1.3,-5.2,2
2010-11-29,108,3.2,-0.8,7.8
2010-11-30,108,7.3,4.1,12.5
2010-12-01,108,7.2,5.3,10.4
2010-12-02,108,9.5,5.5,13.5
2010-12-03,108,0,-2.7,7.8
2010-12-04,108,1.7,-3.6,5
2010-12-05,108,8.2,4.9,10.7
2010-12-06,108,3,-3.2,10.2
2010-12-07,108,-0.7,-4.8,4.6
2010-12-08,108,0.4,-2.1,2.2
2010-12-09,108,-1.8,-4.3,2.3
2010-12-10,108,2.9,-2.8,10.1
2010-12-11,108,-3.5,-6.2,6.7
2010-12-12,108,-1.2,-6.6,3.7
2010-12-13,108,3.7,1.7,6.1
2010-12-14,108,-4,-10.1,1.8
2010-12-15,108,-10.5,-12.7,-7.3
2010-12-16,108,-7.7,-12.9,-4.1
2010-12-17,108,-2.1,-5.5,2.6
2010-12-18,108,0.1,-4.6,5
2010-12-19,108,4.9,0.7,8.3
2010-12-20,108,4.1,1.6,8.8
2010-12-21,108,4.9,0.9,10.8
2010-12-22,108,4,0.3,8.3
2010-12-23,108,-1.9,-9.5,4.5
2010-12-24,108,-12.3,-15.1,-9
2010-12-25,108,-11.2,-14.3,-6.7
2010-12-26,108,-9.3,-13.6,-5.1
2010-12-27,108,-4.9,-9.4,-2.1
2010-12-28,108,-2.6,-6,-0.1
2010-12-29,108,-5.7,-9.4,-2.1
2010-12-30,108,-6.1,-9,-3.6
2010-12-31,108,-8.7,-10.7,-6.2
